user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
80070026,1062734281045430274,2018-11-14T15:49:31Z,RealJoeCausi,This #Christmas all o want is one thing! For @lonnie_quinn not to toll up his sleeves!!! #nosnow #nyc @cbsnewyork #snow #brooklynsownjoecausi https://t.co/eeOOs7pcTE,Twitter for iPhone,141,,,,FALSE,FALSE,0,0,Christmas|nosnow|nyc|snow|brooklynsownjoecausi,,,,,http://pbs.twimg.com/media/Dr-XMO5U8AEZZ38.jpg,https://t.co/eeOOs7pcTE,https://twitter.com/RealJoeCausi/status/1062734281045430274/photo/1,photo,http://pbs.twimg.com/media/Dr-XMO5U8AEZZ38.jpg,https://t.co/eeOOs7pcTE,https://twitter.com/RealJoeCausi/status/1062734281045430274/photo/1,,3422525301|16299627,lonnie_quinn|CBSNewYork,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.twitter.com/1.1/geo/id/00c55f041e27dc51.json,Staten Island,"Staten Island, NY",city,United States,US,|,|,-74.255641|-74.052253|-74.052253|-74.255641|40.495865|40.495865|40.648887|40.648887,https://twitter.com/RealJoeCausi/status/1062734281045430274,BrooklynsOwnJoeCausi,"New York, NY",Official Twitter of Joe Causi Air Personality for the No.1 Rated Classic Hits Station in the World - WCBS 101.1FM Streaming Worldwide at https://t.co/TmpM3skZeR,http://www.wcbsfm.com,FALSE,4111,2865,40,7405,6063,2009-10-05T16:54:59Z,TRUE,http://www.wcbsfm.com,,en,https://pbs.twimg.com/profile_banners/80070026/1469310922,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/690283509508890624/3fKH3KSj_normal.jpg
495479460,1062734149922914305,2018-11-14T15:49:00Z,tmj_nwk_aero,"Join the American Airlines team! See our latest #job opening here: https://t.co/zRT3S6kb7h #Aerospace #TheEmpireState #TheBigApple #NYC #NYNY #NewYork, NY #Hiring #CareerArc",CareerArc 2.0,173,,,,FALSE,FALSE,0,0,job|Aerospace|TheEmpireState|TheBigApple|NYC|NYNY|NewYork|Hiring|CareerArc,,bit.ly/2QeX1Te,https://t.co/zRT3S6kb7h,http://bit.ly/2QeX1Te,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.7127837|-74.0059413,-74.0059413|40.7127837,-74.026675|-73.910408|-73.910408|-74.026675|40.683935|40.683935|40.877483|40.877483,https://twitter.com/tmj_nwk_aero/status/1062734149922914305,Newark Aviat.Aerosp.,"Newark, NJ","Follow this account for geo-targeted Aviation/Aerospace job tweets in Newark, NJ. Need help? Tweet us at @CareerArc!",https://t.co/DByWt45HZj,FALSE,152,173,10,171,0,2012-02-18T00:55:07Z,FALSE,https://t.co/DByWt45HZj,http://www.careerarc.com/job-seeker,en,https://pbs.twimg.com/profile_banners/495479460/1459955045,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/717729586662887424/FO7ygjLA_normal.jpg
26167148,1062734109187997696,2018-11-14T15:48:50Z,Bariscos,Isn’t #crazy to think that only a couple of weeks ago I was wearing a tank top &amp; now we are preparing for #snow in #NYC ☃️❄️☃️ #weirdweather #weather #newyork #nycartist #latergram… https://t.co/Y7Xo6wndSP,Instagram,209,,,,FALSE,FALSE,0,0,crazy|snow|NYC|weirdweather|weather|newyork|nycartist|latergram,,instagram.com/p/BqKpX0Qgy37/…,https://t.co/Y7Xo6wndSP,https://www.instagram.com/p/BqKpX0Qgy37/?utm_source=ig_twitter_share&igshid=73gek1gb7xws,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.7142|-74.0064,-74.0064|40.7142,-74.026675|-73.910408|-73.910408|-74.026675|40.683935|40.683935|40.877483|40.877483,https://twitter.com/Bariscos/status/1062734109187997696,Barry Kerollis,"Philadelphia, PA",Award-winning Choreographer/Instructor (Steps on Broadway & Broadway Dance Center). Blogger (Life of a Freelance Dancer). Podcast host (Pas de Chát) on iTunes,https://t.co/W80ih7bfCz,FALSE,430,285,110,4582,181,2009-03-24T03:21:54Z,FALSE,https://t.co/W80ih7bfCz,http://www.BarryKerollis.com,en,https://pbs.twimg.com/profile_banners/26167148/1394056031,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/707321836741201920/xm4zurPQ_normal.jpg
16466792,1062734030179840005,2018-11-14T15:48:32Z,life_consumer_,Hey twitter! Looking for #photography classes for middle school aged kids in #nyc metro area. Any ideas?,Twitter for iPhone,104,,,,FALSE,FALSE,0,0,photography|nyc,,,,,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/life_consumer_/status/1062734030179840005,annmarie.,new york,"Kitten herder, creative director, occasional fan girl, co-host of kawfeehaus on Fourculture Radio @fourculture",https://t.co/9GrS2EPHoR,FALSE,1793,1798,75,89356,4630,2008-09-26T12:17:57Z,FALSE,https://t.co/9GrS2EPHoR,http://fourculture.com,en,https://pbs.twimg.com/profile_banners/16466792/1533523522,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1026259773136793601/04VNs1im_normal.jpg
218726867,1062733985623822337,2018-11-14T15:48:21Z,TomVerni,The holiday season is quickly approaching &amp; in #NYC that means its #HappyHorrordays in the #crimeisdown utopia of @NYCMayor Enjoy! #NYPD @errollouis @SalAlbaneseNYC @NY1 @ABC7NY @fox5ny @NYS_FOP https://t.co/tB1kPeCBMW,Twitter Web Client,222,,,,FALSE,FALSE,1,0,NYC|HappyHorrordays|crimeisdown|NYPD,,abc7ny.com/search-for-sus…,https://t.co/tB1kPeCBMW,https://abc7ny.com/search-for-suspect-in-violent-midtown-robberies/4685665/,,,,,,,,,19834403|16376937|1011406980|43425975|16715398|9229672|1018630074,NYCMayor|errollouis|SalAlbaneseNYC|NY1|ABC7NY|fox5ny|NYS_FOP,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/TomVerni/status/1062733985623822337,Tom Verni,"New York City, NY","#LawEnforcement #Consultant Ret. #NYPD #Detective #police #diversity & #inclusion #Instructor, #Community & #Media #Relations #lgbt https://t.co/tI3OcScSyN",https://t.co/Jy8gEFGe6x,FALSE,3388,4090,62,10171,6718,2010-11-23T03:11:59Z,FALSE,https://t.co/Jy8gEFGe6x,http://www.offbeatcop.com,en,https://pbs.twimg.com/profile_banners/218726867/1499833069,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/884993004418678784/XhNj3l06_normal.jpg
970744243542114304,1062733979021799425,2018-11-14T15:48:19Z,SkirddleNY,Customized Visors by Skirddle - #Queens #Brooklyn #NYC #Yankees #Caps #HipHop #Pictureoftheday #ATL #Newera #YouthCaps #Beautiful #Fashion  #DJKhaled #SnoopDog #Drake #LilWayne #JayZ #MCLyte #DaBrat #CardiB https://t.co/9N348MZmy1  https://t.co/Pdr4FkQhVM https://t.co/45KCJxcVqP https://t.co/8s1h5UIO9l,Twitter Lite,279,,,,FALSE,FALSE,0,0,Queens|Brooklyn|NYC|Yankees|Caps|HipHop|Pictureoftheday|ATL|Newera|YouthCaps|Beautiful|Fashion|DJKhaled|SnoopDog|Drake|LilWayne|JayZ|MCLyte|DaBrat|CardiB,,bit.ly/2OUk9Ke|bit.ly/2AIbl1u|bit.ly/2ROehiy,https://t.co/9N348MZmy1|https://t.co/Pdr4FkQhVM|https://t.co/45KCJxcVqP,https://bit.ly/2OUk9Ke|https://bit.ly/2AIbl1u|https://bit.ly/2ROehiy,http://pbs.twimg.com/media/Dr-W65eVYAASjjm.jpg,https://t.co/8s1h5UIO9l,https://twitter.com/SkirddleNY/status/1062733979021799425/photo/1,photo,http://pbs.twimg.com/media/Dr-W65eVYAASjjm.jpg,https://t.co/8s1h5UIO9l,https://twitter.com/SkirddleNY/status/1062733979021799425/photo/1,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/SkirddleNY/status/1062733979021799425,Yvonne Hester,"Lawrence, NY",Skirddle is a online ecommerce store that specialize in innovative products. The products on our website are from the inventions created by Yvonne Hest,,FALSE,1,1,0,54,0,2018-03-05T19:33:58Z,FALSE,,,en,https://pbs.twimg.com/profile_banners/970744243542114304/1520279035,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/970746546462408705/Rjrxz5on_normal.jpg
1399615344,1062733558052204545,2018-11-14T15:46:39Z,VultureNY,"#nowhiring #jobalert #careerfair #careeropportunities #nyc 🐂

Thursday, November 15, 2018

11:00 AM to 2:00 PM

The Watson Hotel
440 West 57th St 
New… https://t.co/a1y1box86x",Instagram,175,,,,FALSE,FALSE,0,0,nowhiring|jobalert|careerfair|careeropportunities|nyc,,instagram.com/p/BqKpH16AdD4o…,https://t.co/a1y1box86x,https://www.instagram.com/p/BqKpH16AdD4o0HI6Kn_YA5trEZfLj7qFDa-ML40/?utm_source=ig_twitter_share&igshid=79gaxwar0oe1,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.7682663|-73.9874155,-73.9874155|40.7682663,-74.026675|-73.910408|-73.910408|-74.026675|40.683935|40.683935|40.877483|40.877483,https://twitter.com/VultureNY/status/1062733558052204545,VultureCulture (VultureNY) 🦅,"Queens, NY","🕹️🥊🥋🎮💀👹🎸👨‍⚕️💹 
https://t.co/HbzZkwTtgc
https://t.co/114u0trdOB https://t.co/pkgIDmlcRO
https://t.co/at1m9xjhST
#fgc #twitchkittens #vultureculture",https://t.co/Iyx9rkhX6x,FALSE,175,1091,0,1272,1392,2013-05-03T12:31:12Z,FALSE,https://t.co/Iyx9rkhX6x,https://tinyurl.com/robinhoodinvite,en,https://pbs.twimg.com/profile_banners/1399615344/1516331367,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1055490476181200896/by-12fgO_normal.jpg
2897829785,1062733536174751744,2018-11-14T15:46:34Z,SueSaramak,The Poll: Excited about Amazon? https://t.co/BhgaANl5LR #LongIsland #LongIslandCity #NYC,Twitter Web Client,88,,,,FALSE,FALSE,0,0,LongIsland|LongIslandCity|NYC,,libn.com/2018/11/14/the…,https://t.co/BhgaANl5LR,https://libn.com/2018/11/14/the-poll-excited-about-amazon/,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/SueSaramak/status/1062733536174751744,Suzanne Saramak,"Garden City, NY",The Roosevelt Field Agency / Insurance👐516.222.4949,https://t.co/8o2kJ7bbOO,FALSE,79,161,0,424,148,2014-11-29T18:28:04Z,FALSE,https://t.co/8o2kJ7bbOO,http://suesaramak.com/,en,https://pbs.twimg.com/profile_banners/2897829785/1515524470,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/591660734620114944/Wh-xcEok_normal.jpg
1560964500,1062733484672802816,2018-11-14T15:46:22Z,SamierMansur,"Textures.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
#newyork #nycphotographer #nyc #manhattan #ignyc #igers #igersnyc #acreativedc #theamericancollective #thatsdarling #travel #worldtraveler… https://t.co/FhGv5D7vm5",Instagram,208,,,,FALSE,FALSE,0,0,newyork|nycphotographer|nyc|manhattan|ignyc|igers|igersnyc|acreativedc|theamericancollective|thatsdarling|travel|worldtraveler,,instagram.com/p/BqKo3yCBXxu/…,https://t.co/FhGv5D7vm5,https://www.instagram.com/p/BqKo3yCBXxu/?utm_source=ig_twitter_share&igshid=1uq2aj1lczif4,,,,,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json,Manhattan,"Manhattan, NY",city,United States,US,40.7142|-74.0064,-74.0064|40.7142,-74.026675|-73.910408|-73.910408|-74.026675|40.683935|40.683935|40.877483|40.877483,https://twitter.com/SamierMansur/status/1062733484672802816,Samier Mansur,Washington DC,"Writer, thinker, and entrepreneur driven by ideas and technologies that make this world a happier, and more peaceful place.",https://t.co/9nsp6Da3XN,FALSE,227,84,21,1060,33,2013-07-01T16:58:29Z,FALSE,https://t.co/9nsp6Da3XN,http://www.huffingtonpost.com/author/samier-mansur,en,https://pbs.twimg.com/profile_banners/1560964500/1465704981,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/741845661289611268/aTLJN8og_normal.jpg
17840574,1062733433640771584,2018-11-14T15:46:09Z,happishopr,".@Macys wants to send you and three guests to the #iHeartJingleBall in #NYC on Friday, December 7! https://t.co/Kl7rgOnS2e",Twitter Web Client,122,,,,FALSE,FALSE,0,0,iHeartJingleBall|NYC,,ul.ink/FE64-5ZDRKJ_T,https://t.co/Kl7rgOnS2e,http://ul.ink/FE64-5ZDRKJ_T,,,,,,,,,50687788,Macys,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/happishopr/status/1062733433640771584,Happi Shopr,USA,"",https://t.co/OMiOsBkJ3T,FALSE,1366,4930,146,59517,284,2008-12-03T16:36:59Z,FALSE,https://t.co/OMiOsBkJ3T,http://paypal.me/lsg7,en,https://pbs.twimg.com/profile_banners/17840574/1539814757,http://abs.twimg.com/images/themes/theme11/bg.gif,http://pbs.twimg.com/profile_images/568469170157678592/A3YdXwYz_normal.jpeg
